"year","met","variable","value","description","units"
1939,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1940,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1941,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1942,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1943,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1944,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1945,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1946,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1947,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1948,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1949,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1950,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1951,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1952,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1953,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1954,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1955,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1956,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1957,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1958,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1959,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1960,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1961,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1962,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1963,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1964,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1965,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1966,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1967,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1968,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1969,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1970,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1971,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1972,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1973,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1974,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1975,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1976,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1977,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1978,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1979,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1980,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1981,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1982,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1983,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1984,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1985,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1986,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1987,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1988,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1989,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1990,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1991,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1992,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1993,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1994,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1995,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1996,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1997,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1998,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1999,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2000,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2001,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2002,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2003,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2004,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2005,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2006,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2007,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2008,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2009,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2010,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2011,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2012,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2013,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2014,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2015,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2016,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2017,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2018,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2019,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2020,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2021,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2022,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2023,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2024,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2025,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2026,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2027,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2028,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2029,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2030,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2031,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2032,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2033,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2034,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2035,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2036,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2037,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2038,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2039,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2040,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2041,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2042,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2043,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2044,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2045,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2046,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2047,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2048,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2049,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
2050,"1983","vbdsf",31.6814080053296,"visible beam downward solar radiation","W m-2"
1900,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1901,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1902,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1903,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1904,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1905,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1906,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1907,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1908,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1909,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1910,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1911,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1912,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1913,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1914,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1915,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1916,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1917,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1918,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1919,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1920,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1921,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1922,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1923,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1924,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1925,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1926,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1927,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1928,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1929,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1930,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1931,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1932,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1933,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1934,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1935,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1936,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1937,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1938,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1939,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1940,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1941,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1942,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1943,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1944,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1945,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1946,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1947,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1948,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1949,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1950,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1951,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1952,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1953,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1954,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1955,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1956,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1957,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1958,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1959,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1960,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1961,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1962,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1963,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1964,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
1965,"1983","vddsf",33.5478482781518,"visible diffuse downward solar radiation","W m-2"
